image_path,source_folder,original_class,clean_class
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0086.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0087.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0088.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0089.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0090.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0091.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0092.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0093.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0094.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0095.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0096.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0097.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0098.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0099.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0100.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0101.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0102.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0103.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0104.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0105.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0106.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0107.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0108.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0109.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0110.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0111.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0112.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0113.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0114.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0115.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0116.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0117.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0118.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0119.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0120.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0121.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0122.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0123.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0124.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0125.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0126.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0127.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0128.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0129.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0130.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0131.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0132.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0133.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0134.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0135.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0136.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0137.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0138.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0139.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0140.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0141.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0142.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0143.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0144.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0145.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0146.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0147.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0148.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0149.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0150.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0151.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0152.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0153.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0154.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0155.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0156.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0157.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0158.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0159.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0160.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0161.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0162.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0163.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0164.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0165.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0166.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0167.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0168.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0169.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0170.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0171.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0172.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0173.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0174.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0175.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0176.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0177.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0178.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0179.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0180.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0181.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0182.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0183.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0184.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0185.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0186.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0187.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0188.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0189.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0190.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0191.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0192.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0193.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0194.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0195.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0196.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0197.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0198.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0199.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0200.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0201.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0202.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0203.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0204.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0205.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0206.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0207.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0208.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0209.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0210.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0211.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0212.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0213.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0214.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0215.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0216.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0217.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0218.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0219.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0220.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0221.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0222.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0223.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0224.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0225.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0226.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0227.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0228.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0229.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0230.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0231.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0232.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0233.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0234.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0235.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0236.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0237.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0238.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0239.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0240.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0241.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0242.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0243.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0244.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0245.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0246.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0247.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0248.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0249.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0250.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0251.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0252.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0253.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0254.jpeg,main,Segmented neutrophil,Segmented neutrophil
D:\AI_08_V1\Data\images\mds_bone_marrow\extracted\main\Segmented neutrophil\Segmented neutrophil_0255.jpeg,main,Segmented neutrophil,Segmented neutrophil
