path,classification,diameter,camera resolution
add\Myeloblast\Myeloblast_054.jpeg,Myeloblast,11.6,5M
add\Myeloblast\Myeloblast_055.jpeg,Myeloblast,18.2,5M
add\Myeloblast\Myeloblast_056.jpeg,Myeloblast,16.8,5M
add\Myeloblast\Myeloblast_057.jpeg,Myeloblast,14.6,5M
add\Myeloblast\Myeloblast_058.jpeg,Myeloblast,18,5M
add\Myeloblast\Myeloblast_059.jpeg,Myeloblast,11.9,5M
add\Myeloblast\Myeloblast_060.jpeg,Myeloblast,21.9,5M
add\Myeloblast\Myeloblast_061.jpeg,Myeloblast,18.1,5M
add\Myeloblast\Myeloblast_062.jpeg,Myeloblast,26.7,5M
add\Myeloblast\Myeloblast_063.jpeg,Myeloblast,15,5M
add\Myeloblast\Myeloblast_064.jpeg,Myeloblast,12.8,5M
add\Myeloblast\Myeloblast_065.jpeg,Myeloblast,13.6,5M
add\Myeloblast\Myeloblast_066.jpeg,Myeloblast,16.6,5M
add\Myeloblast\Myeloblast_067.jpeg,Myeloblast,8.5,5M
add\Myeloblast\Myeloblast_068.jpeg,Myeloblast,15,6M
add\Myeloblast\Myeloblast_069.jpeg,Myeloblast,15.1,6M
add\Myeloblast\Myeloblast_070.jpeg,Myeloblast,13.7,6M
add\Myeloblast\Myeloblast_071.jpeg,Myeloblast,14,6M
add\Myeloblast\Myeloblast_072.jpeg,Myeloblast,12.9,6M
add\Myeloblast\Myeloblast_073.jpeg,Myeloblast,10.5,6M
add\Myeloblast\Myeloblast_074.jpeg,Myeloblast,10.4,6M
add\Myeloblast\Myeloblast_075.jpeg,Myeloblast,13.8,6M
add\Myeloblast\Myeloblast_076.jpeg,Myeloblast,12.5,6M
add\Myeloblast\Myeloblast_077.jpeg,Myeloblast,16.7,6M
add\Myeloblast\Myeloblast_078.jpeg,Myeloblast,13,6M
add\Myeloblast\Myeloblast_079.jpeg,Myeloblast,10.4,6M
add\Myeloblast\Myeloblast_080.jpeg,Myeloblast,17.4,6M
add\Myeloblast\Myeloblast_081.jpeg,Myeloblast,17.4,6M
add\Myeloblast\Myeloblast_082.jpeg,Myeloblast,14,6M
add\Myeloblast\Myeloblast_083.jpeg,Myeloblast,10.6,6M
add\Myeloblast\Myeloblast_084.jpeg,Myeloblast,12,6M
add\Myeloblast\Myeloblast_085.jpeg,Myeloblast,9,6M
add\Myeloblast\Myeloblast_086.jpeg,Myeloblast,9.4,6M
add\Myeloblast\Myeloblast_087.jpeg,Myeloblast,16.8,6M
add\Myeloblast\Myeloblast_088.jpeg,Myeloblast,7.6,6M
add\Myeloblast\Myeloblast_089.jpeg,Myeloblast,9,6M
add\Myeloblast\Myeloblast_090.jpeg,Myeloblast,8.7,6M
add\Myeloblast\Myeloblast_091.jpeg,Myeloblast,9.2,6M
add\Myeloblast\Myeloblast_092.jpeg,Myeloblast,13.4,6M
add\Myeloblast\Myeloblast_093.jpeg,Myeloblast,13,6M
add\Myeloblast\Myeloblast_094.jpeg,Myeloblast,16.6,6M
add\Myeloblast\Myeloblast_095.jpeg,Myeloblast,8,6M
add\Myeloblast\Myeloblast_096.jpeg,Myeloblast,8.5,6M
add\Myeloblast\Myeloblast_097.jpeg,Myeloblast,23.2,6M
add\Myeloblast\Myeloblast_098.jpeg,Myeloblast,12.7,6M
add\Myeloblast\Myeloblast_099.jpeg,Myeloblast,11.3,6M
add\Myeloblast\Myeloblast_100.jpeg,Myeloblast,16.4,6M
add\Myeloblast\Myeloblast_101.jpeg,Myeloblast,13,6M
add\Myeloblast\Myeloblast_102.jpeg,Myeloblast,15.6,6M
add\Myeloblast\Myeloblast_103.jpeg,Myeloblast,10,6M
add\Myeloblast\Myeloblast_104.jpeg,Myeloblast,10,6M
add\Myeloblast\Myeloblast_105.jpeg,Myeloblast,15.9,6M
add\Myeloblast\Myeloblast_106.jpeg,Myeloblast,11.7,6M
add\Myeloblast\Myeloblast_107.jpeg,Myeloblast,12.5,6M
add\Myeloblast\Myeloblast_108.jpeg,Myeloblast,11.9,6M
add\Myeloblast\Myeloblast_109.jpeg,Myeloblast,11.1,6M
add\Myeloblast\Myeloblast_110.jpeg,Myeloblast,11.7,6M
add\Myeloblast\Myeloblast_111.jpeg,Myeloblast,15.9,6M
add\Myeloblast\Myeloblast_112.jpeg,Myeloblast,11.9,6M
add\Myeloblast\Myeloblast_113.jpeg,Myeloblast,12.5,6M
add\Myeloblast\Myeloblast_114.jpeg,Myeloblast,10,6M
add\Myeloblast\Myeloblast_115.jpeg,Myeloblast,24,6M
add\Myeloblast\Myeloblast_116.jpeg,Myeloblast,20.7,6M
add\Myeloblast\Myeloblast_117.jpeg,Myeloblast,19.3,6M
add\Myeloblast\Myeloblast_118.jpeg,Myeloblast,17.9,6M
add\Myeloblast\Myeloblast_119.jpeg,Myeloblast,10.3,6M
add\Myeloblast\Myeloblast_120.jpeg,Myeloblast,12.4,6M
add\Myeloblast\Myeloblast_121.jpeg,Myeloblast,17.5,6M
add\Myeloblast\Myeloblast_122.jpeg,Myeloblast,14.8,6M
add\Myeloblast\Myeloblast_123.jpeg,Myeloblast,16,6M
add\Myeloblast\Myeloblast_124.jpeg,Myeloblast,15.1,6M
add\Myeloblast\Myeloblast_125.jpeg,Myeloblast,6.9,6M
add\Myeloblast\Myeloblast_126.jpeg,Myeloblast,13.1,6M
add\Myeloblast\Myeloblast_127.jpeg,Myeloblast,10.3,6M
add\Myeloblast\Myeloblast_128.jpeg,Myeloblast,20,6M
add\Myeloblast\Myeloblast_129.jpeg,Myeloblast,17.3,6M
add\Myeloblast\Myeloblast_130.jpeg,Myeloblast,14,6M
add\Myeloblast\Myeloblast_131.jpeg,Myeloblast,10.6,6M
add\Myeloblast\Myeloblast_132.jpeg,Myeloblast,11.8,6M
add\Myeloblast\Myeloblast_133.jpeg,Myeloblast,13.8,6M
add\Myeloblast\Myeloblast_134.jpeg,Myeloblast,14.7,6M
add\Myeloblast\Myeloblast_135.jpeg,Myeloblast,15.2,6M
add\Myeloblast\Myeloblast_136.jpeg,Myeloblast,11.5,6M
add\Myeloblast\Myeloblast_137.jpeg,Myeloblast,14,6M
add\Myeloblast\Myeloblast_138.jpeg,Myeloblast,15.2,6M
add\Myeloblast\Myeloblast_139.jpeg,Myeloblast,11.9,6M
add\Myeloblast\Myeloblast_140.jpeg,Myeloblast,15.3,6M
add\Myeloblast\Myeloblast_141.jpeg,Myeloblast,12.7,6M
add\Myeloblast\Myeloblast_142.jpeg,Myeloblast,14.8,6M
add\Myeloblast\Myeloblast_143.jpeg,Myeloblast,11.9,6M
add\Myeloblast\Myeloblast_144.jpeg,Myeloblast,13.8,6M
add\Myeloblast\Myeloblast_145.jpeg,Myeloblast,14.6,6M
add\Myeloblast\Myeloblast_146.jpeg,Myeloblast,14.7,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_000.jpeg,Neutrophilic metamyelocyte,14.7,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_001.jpeg,Neutrophilic metamyelocyte,13.6,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_002.jpeg,Neutrophilic metamyelocyte,14.2,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_003.jpeg,Neutrophilic metamyelocyte,13,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_004.jpeg,Neutrophilic metamyelocyte,11.4,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_005.jpeg,Neutrophilic metamyelocyte,15.7,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_006.jpeg,Neutrophilic metamyelocyte,14.7,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_007.jpeg,Neutrophilic metamyelocyte,12.7,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_008.jpeg,Neutrophilic metamyelocyte,13,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_009.jpeg,Neutrophilic metamyelocyte,14.4,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_010.jpeg,Neutrophilic metamyelocyte,13.8,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_011.jpeg,Neutrophilic metamyelocyte,13.6,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_012.jpeg,Neutrophilic metamyelocyte,15.2,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_013.jpeg,Neutrophilic metamyelocyte,11.7,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_014.jpeg,Neutrophilic metamyelocyte,11.7,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_015.jpeg,Neutrophilic metamyelocyte,9.8,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_016.jpeg,Neutrophilic metamyelocyte,11.1,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_017.jpeg,Neutrophilic metamyelocyte,10,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_018.jpeg,Neutrophilic metamyelocyte,12.4,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_019.jpeg,Neutrophilic metamyelocyte,14.4,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_020.jpeg,Neutrophilic metamyelocyte,10.8,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_021.jpeg,Neutrophilic metamyelocyte,12.4,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_022.jpeg,Neutrophilic metamyelocyte,13,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_023.jpeg,Neutrophilic metamyelocyte,15.8,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_024.jpeg,Neutrophilic metamyelocyte,14.9,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_025.jpeg,Neutrophilic metamyelocyte,11.9,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_026.jpeg,Neutrophilic metamyelocyte,13,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_027.jpeg,Neutrophilic metamyelocyte,11.4,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_028.jpeg,Neutrophilic metamyelocyte,11.6,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_029.jpeg,Neutrophilic metamyelocyte,10.5,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_030.jpeg,Neutrophilic metamyelocyte,14.9,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_031.jpeg,Neutrophilic metamyelocyte,11.6,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_032.jpeg,Neutrophilic metamyelocyte,10.5,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_033.jpeg,Neutrophilic metamyelocyte,13.3,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_034.jpeg,Neutrophilic metamyelocyte,10.2,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_035.jpeg,Neutrophilic metamyelocyte,10.8,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_036.jpeg,Neutrophilic metamyelocyte,10.6,1.6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_037.jpeg,Neutrophilic metamyelocyte,12.2,5M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_038.jpeg,Neutrophilic metamyelocyte,17.4,5M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_039.jpeg,Neutrophilic metamyelocyte,11.2,5M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_040.jpeg,Neutrophilic metamyelocyte,16.5,5M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_041.jpeg,Neutrophilic metamyelocyte,11.9,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_042.jpeg,Neutrophilic metamyelocyte,11.8,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_043.jpeg,Neutrophilic metamyelocyte,13.2,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_044.jpeg,Neutrophilic metamyelocyte,17.5,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_045.jpeg,Neutrophilic metamyelocyte,14.3,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_046.jpeg,Neutrophilic metamyelocyte,11.6,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_047.jpeg,Neutrophilic metamyelocyte,9.5,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_048.jpeg,Neutrophilic metamyelocyte,13.7,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_049.jpeg,Neutrophilic metamyelocyte,11.4,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_050.jpeg,Neutrophilic metamyelocyte,12.3,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_051.jpeg,Neutrophilic metamyelocyte,13.9,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_052.jpeg,Neutrophilic metamyelocyte,10.9,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_053.jpeg,Neutrophilic metamyelocyte,12.5,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_054.jpeg,Neutrophilic metamyelocyte,10.1,6M
add\Neutrophilic metamyelocyte\Neutrophilic metamyelocyte_055.jpeg,Neutrophilic metamyelocyte,13.7,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_000.jpeg,Neutrophilic myelocyte,15.4,1.6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_001.jpeg,Neutrophilic myelocyte,19.4,1.6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_002.jpeg,Neutrophilic myelocyte,17.7,1.6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_003.jpeg,Neutrophilic myelocyte,17.7,1.6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_004.jpeg,Neutrophilic myelocyte,16.1,1.6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_005.jpeg,Neutrophilic myelocyte,11.4,1.6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_006.jpeg,Neutrophilic myelocyte,12.4,1.6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_007.jpeg,Neutrophilic myelocyte,19,1.6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_008.jpeg,Neutrophilic myelocyte,15.8,5M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_009.jpeg,Neutrophilic myelocyte,12.8,5M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_010.jpeg,Neutrophilic myelocyte,16.1,5M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_011.jpeg,Neutrophilic myelocyte,17,5M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_012.jpeg,Neutrophilic myelocyte,17.6,5M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_013.jpeg,Neutrophilic myelocyte,20.7,5M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_014.jpeg,Neutrophilic myelocyte,12.4,5M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_015.jpeg,Neutrophilic myelocyte,15.5,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_016.jpeg,Neutrophilic myelocyte,16.5,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_017.jpeg,Neutrophilic myelocyte,20.3,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_018.jpeg,Neutrophilic myelocyte,15.2,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_019.jpeg,Neutrophilic myelocyte,15.1,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_020.jpeg,Neutrophilic myelocyte,16.8,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_021.jpeg,Neutrophilic myelocyte,18.3,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_022.jpeg,Neutrophilic myelocyte,15.2,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_023.jpeg,Neutrophilic myelocyte,15.8,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_024.jpeg,Neutrophilic myelocyte,17.2,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_025.jpeg,Neutrophilic myelocyte,13.2,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_026.jpeg,Neutrophilic myelocyte,17.8,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_027.jpeg,Neutrophilic myelocyte,12.7,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_028.jpeg,Neutrophilic myelocyte,14,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_029.jpeg,Neutrophilic myelocyte,23,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_030.jpeg,Neutrophilic myelocyte,15,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_031.jpeg,Neutrophilic myelocyte,15.2,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_032.jpeg,Neutrophilic myelocyte,10.9,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_033.jpeg,Neutrophilic myelocyte,14.2,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_034.jpeg,Neutrophilic myelocyte,15.2,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_035.jpeg,Neutrophilic myelocyte,19.6,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_036.jpeg,Neutrophilic myelocyte,19,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_037.jpeg,Neutrophilic myelocyte,16.1,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_038.jpeg,Neutrophilic myelocyte,16.5,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_039.jpeg,Neutrophilic myelocyte,19.4,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_040.jpeg,Neutrophilic myelocyte,15.1,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_041.jpeg,Neutrophilic myelocyte,18.6,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_042.jpeg,Neutrophilic myelocyte,18.6,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_043.jpeg,Neutrophilic myelocyte,14.6,6M
add\Neutrophilic myelocyte\Neutrophilic myelocyte_044.jpeg,Neutrophilic myelocyte,18.8,6M
add\Plasma cell\Plasma cell_000.jpeg,Plasma cell,16.1,1.6M
add\Plasma cell\Plasma cell_001.jpeg,Plasma cell,13.4,5M
add\Plasma cell\Plasma cell_002.jpeg,Plasma cell,11,5M
add\Plasma cell\Plasma cell_003.jpeg,Plasma cell,12.9,5M
add\Plasma cell\Plasma cell_004.jpeg,Plasma cell,14.2,6M
add\Plasma cell\Plasma cell_005.jpeg,Plasma cell,12.4,6M
add\Plasma cell\Plasma cell_006.jpeg,Plasma cell,18.5,6M
add\Plasma cell\Plasma cell_007.jpeg,Plasma cell,21.8,6M
add\Plasma cell\Plasma cell_008.jpeg,Plasma cell,14.1,6M
add\Plasma cell\Plasma cell_009.jpeg,Plasma cell,9.6,6M
add\Plasma cell\Plasma cell_010.jpeg,Plasma cell,11.9,6M
add\Proerythroblast\Proerythroblast_000.jpeg,Proerythroblast,13.4,6M
add\Proerythroblast\Proerythroblast_001.jpeg,Proerythroblast,15,6M
add\Proerythroblast\Proerythroblast_002.jpeg,Proerythroblast,15.8,6M
add\Promyelocyte\Promyelocyte_000.jpeg,Promyelocyte,20.1,1.6M
add\Promyelocyte\Promyelocyte_001.jpeg,Promyelocyte,19.9,1.6M
add\Promyelocyte\Promyelocyte_002.jpeg,Promyelocyte,19.1,1.6M
add\Promyelocyte\Promyelocyte_003.jpeg,Promyelocyte,21.8,1.6M
add\Promyelocyte\Promyelocyte_004.jpeg,Promyelocyte,13.3,1.6M
add\Promyelocyte\Promyelocyte_005.jpeg,Promyelocyte,19.3,1.6M
add\Promyelocyte\Promyelocyte_006.jpeg,Promyelocyte,13.9,1.6M
add\Promyelocyte\Promyelocyte_007.jpeg,Promyelocyte,14.9,1.6M
add\Promyelocyte\Promyelocyte_008.jpeg,Promyelocyte,13.6,1.6M
add\Promyelocyte\Promyelocyte_009.jpeg,Promyelocyte,16.5,1.6M
add\Promyelocyte\Promyelocyte_010.jpeg,Promyelocyte,15.4,1.6M
add\Promyelocyte\Promyelocyte_011.jpeg,Promyelocyte,19.4,1.6M
add\Promyelocyte\Promyelocyte_012.jpeg,Promyelocyte,16.3,1.6M
add\Promyelocyte\Promyelocyte_013.jpeg,Promyelocyte,17.6,1.6M
add\Promyelocyte\Promyelocyte_014.jpeg,Promyelocyte,22.3,1.6M
add\Promyelocyte\Promyelocyte_015.jpeg,Promyelocyte,14.7,1.6M
add\Promyelocyte\Promyelocyte_016.jpeg,Promyelocyte,18.5,1.6M
add\Promyelocyte\Promyelocyte_017.jpeg,Promyelocyte,14.9,1.6M
add\Promyelocyte\Promyelocyte_018.jpeg,Promyelocyte,14.4,1.6M
add\Promyelocyte\Promyelocyte_019.jpeg,Promyelocyte,18.2,1.6M
add\Promyelocyte\Promyelocyte_020.jpeg,Promyelocyte,17.9,1.6M
add\Promyelocyte\Promyelocyte_021.jpeg,Promyelocyte,18.5,5M
add\Promyelocyte\Promyelocyte_022.jpeg,Promyelocyte,30.6,5M
add\Promyelocyte\Promyelocyte_023.jpeg,Promyelocyte,20.6,5M
add\Promyelocyte\Promyelocyte_024.jpeg,Promyelocyte,12.7,6M
add\Promyelocyte\Promyelocyte_025.jpeg,Promyelocyte,16.6,6M
add\Promyelocyte\Promyelocyte_026.jpeg,Promyelocyte,18.8,6M
add\Promyelocyte\Promyelocyte_027.jpeg,Promyelocyte,9.7,6M
add\Promyelocyte\Promyelocyte_028.jpeg,Promyelocyte,16.1,6M
add\Promyelocyte\Promyelocyte_029.jpeg,Promyelocyte,19.3,6M
add\Promyelocyte\Promyelocyte_030.jpeg,Promyelocyte,19.4,6M
add\Promyelocyte\Promyelocyte_031.jpeg,Promyelocyte,16.5,6M
add\Promyelocyte\Promyelocyte_032.jpeg,Promyelocyte,17.3,6M
add\Promyelocyte\Promyelocyte_033.jpeg,Promyelocyte,13,6M
add\Promyelocyte\Promyelocyte_034.jpeg,Promyelocyte,18.8,6M
add\Promyelocyte\Promyelocyte_035.jpeg,Promyelocyte,22.3,6M
add\Promyelocyte\Promyelocyte_036.jpeg,Promyelocyte,20.3,6M
add\Promyelocyte\Promyelocyte_037.jpeg,Promyelocyte,17.3,6M
add\Promyelocyte\Promyelocyte_038.jpeg,Promyelocyte,17.4,6M
add\Promyelocyte\Promyelocyte_039.jpeg,Promyelocyte,17.6,6M
add\Promyelocyte\Promyelocyte_040.jpeg,Promyelocyte,18.9,6M
add\Promyelocyte\Promyelocyte_041.jpeg,Promyelocyte,19.7,6M
add\Promyelocyte\Promyelocyte_042.jpeg,Promyelocyte,14.3,6M
add\Segmented basophil\Segmented basophil_000.jpeg,Segmented basophil,11.7,1.6M
add\Segmented basophil\Segmented basophil_001.jpeg,Segmented basophil,10.8,5M
add\Segmented eosinophil\Segmented eosinophil_000.jpeg,Segmented eosinophil,13.4,5M
add\Segmented eosinophil\Segmented eosinophil_001.jpeg,Segmented eosinophil,12.9,6M
add\Segmented eosinophil\Segmented eosinophil_002.jpeg,Segmented eosinophil,13,6M
add\Segmented eosinophil\Segmented eosinophil_003.jpeg,Segmented eosinophil,15,6M
add\Segmented neutrophil\Segmented neutrophil_000.jpeg,Segmented neutrophil,10.2,1.6M
add\Segmented neutrophil\Segmented neutrophil_001.jpeg,Segmented neutrophil,14.7,1.6M
add\Segmented neutrophil\Segmented neutrophil_002.jpeg,Segmented neutrophil,14.1,1.6M
add\Segmented neutrophil\Segmented neutrophil_003.jpeg,Segmented neutrophil,12.8,1.6M
add\Segmented neutrophil\Segmented neutrophil_004.jpeg,Segmented neutrophil,10.6,1.6M
add\Segmented neutrophil\Segmented neutrophil_005.jpeg,Segmented neutrophil,12.4,1.6M
add\Segmented neutrophil\Segmented neutrophil_006.jpeg,Segmented neutrophil,13.3,1.6M
add\Segmented neutrophil\Segmented neutrophil_007.jpeg,Segmented neutrophil,11.4,1.6M
add\Segmented neutrophil\Segmented neutrophil_008.jpeg,Segmented neutrophil,12.8,1.6M
add\Segmented neutrophil\Segmented neutrophil_009.jpeg,Segmented neutrophil,13.5,1.6M
add\Segmented neutrophil\Segmented neutrophil_010.jpeg,Segmented neutrophil,12.4,1.6M
add\Segmented neutrophil\Segmented neutrophil_011.jpeg,Segmented neutrophil,12.8,1.6M
add\Segmented neutrophil\Segmented neutrophil_012.jpeg,Segmented neutrophil,14.2,1.6M
add\Segmented neutrophil\Segmented neutrophil_013.jpeg,Segmented neutrophil,10.9,1.6M
add\Segmented neutrophil\Segmented neutrophil_014.jpeg,Segmented neutrophil,12.7,1.6M
add\Segmented neutrophil\Segmented neutrophil_015.jpeg,Segmented neutrophil,14.7,1.6M
add\Segmented neutrophil\Segmented neutrophil_016.jpeg,Segmented neutrophil,16.8,1.6M
add\Segmented neutrophil\Segmented neutrophil_017.jpeg,Segmented neutrophil,10.2,1.6M
add\Segmented neutrophil\Segmented neutrophil_018.jpeg,Segmented neutrophil,8.7,1.6M
add\Segmented neutrophil\Segmented neutrophil_019.jpeg,Segmented neutrophil,8.3,1.6M
add\Segmented neutrophil\Segmented neutrophil_020.jpeg,Segmented neutrophil,10.8,1.6M
add\Segmented neutrophil\Segmented neutrophil_021.jpeg,Segmented neutrophil,8.9,1.6M
add\Segmented neutrophil\Segmented neutrophil_022.jpeg,Segmented neutrophil,12.5,5M
add\Segmented neutrophil\Segmented neutrophil_023.jpeg,Segmented neutrophil,15.5,5M
add\Segmented neutrophil\Segmented neutrophil_024.jpeg,Segmented neutrophil,14.4,5M
add\Segmented neutrophil\Segmented neutrophil_025.jpeg,Segmented neutrophil,11.6,5M
add\Segmented neutrophil\Segmented neutrophil_026.jpeg,Segmented neutrophil,11,5M
add\Segmented neutrophil\Segmented neutrophil_027.jpeg,Segmented neutrophil,10.3,5M
add\Segmented neutrophil\Segmented neutrophil_028.jpeg,Segmented neutrophil,19.1,5M
add\Segmented neutrophil\Segmented neutrophil_029.jpeg,Segmented neutrophil,17.6,5M
add\Segmented neutrophil\Segmented neutrophil_030.jpeg,Segmented neutrophil,14.8,5M
add\Segmented neutrophil\Segmented neutrophil_031.jpeg,Segmented neutrophil,8.2,5M
add\Segmented neutrophil\Segmented neutrophil_032.jpeg,Segmented neutrophil,9.9,5M
add\Segmented neutrophil\Segmented neutrophil_033.jpeg,Segmented neutrophil,10.5,5M
add\Segmented neutrophil\Segmented neutrophil_034.jpeg,Segmented neutrophil,11.9,6M
add\Segmented neutrophil\Segmented neutrophil_035.jpeg,Segmented neutrophil,12.9,6M
add\Segmented neutrophil\Segmented neutrophil_036.jpeg,Segmented neutrophil,10.1,6M
add\Segmented neutrophil\Segmented neutrophil_037.jpeg,Segmented neutrophil,12.4,6M
add\Segmented neutrophil\Segmented neutrophil_038.jpeg,Segmented neutrophil,9,6M
add\Segmented neutrophil\Segmented neutrophil_039.jpeg,Segmented neutrophil,12.8,6M
add\Segmented neutrophil\Segmented neutrophil_040.jpeg,Segmented neutrophil,22.9,6M
add\Segmented neutrophil\Segmented neutrophil_041.jpeg,Segmented neutrophil,16.5,6M
add\Segmented neutrophil\Segmented neutrophil_042.jpeg,Segmented neutrophil,12.7,6M
add\Segmented neutrophil\Segmented neutrophil_043.jpeg,Segmented neutrophil,8.3,6M
